notice_title,stock_name,notice_time,stock_code,notice_href
司太立关于持股5%以上股东减持公司股份计划期满暨实施结果的公告,司太立,2017-09-12,603520,http://notice.10jqka.com.cn/api/pdf/7463367d6cbdc025.pdf
韦尔股份重大资产重组进展公告,韦尔股份,2017-09-12,603501,http://notice.10jqka.com.cn/api/pdf/ecafda2640e6afb7.pdf
"新天然气2017年第一次临时股东大会决议公告,新天然气2017年第一次临时股东大会的法律意见书",新天然气,2017-09-12,603393,"http://notice.10jqka.com.cn/api/pdf/b2fed76fd3bdaa20.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603393_20170912_2.pdf"
"元成股份2017年第三次临时股东大会会议资料,元成股份关于全资子公司完成工商登记变更并取得营业执照的公告,元成股份关于召开2017年第三次临时股东大会的提示性公告,元成股份：2017年1-6月审计报告",元成股份,2017-09-12,603388,"http://notice.10jqka.com.cn/api/pdf/31f25a772f5452aa.pdf,http://notice.10jqka.com.cn/api/pdf/b36a11e96c4c0950.pdf,http://notice.10jqka.com.cn/api/pdf/7ac50407e09078e5.pdf,http://notice.10jqka.com.cn/api/pdf/910f6845e418de1c.pdf"
"柳州医药2017年第三次临时股东大会的法律意见书,柳州医药2017年第三次临时股东大会决议公告",柳州医药,2017-09-12,603368,"http://notice.10jqka.com.cn/api/pdf/1df617527683f7f2.pdf,http://notice.10jqka.com.cn/api/pdf/39ee638d1b13f5f7.pdf"
"杰克股份独立董事关于公司增加2017年度预计经常性关联交易额度及确认2017年1-6月关联交易情况的独立意见,杰克股份关于公司增加2017年度预计经常性关联交易额度及确认2017年1-6月关联交易情况的公告,杰克股份：中信建投证券股份有限公司关于杰克缝纫机股份有限公司增加2017年度预计经常性关联交易额度及确认2017年1-6月关联交易情况的核查意见",杰克股份,2017-09-12,603337,"http://notice.10jqka.com.cn/api/pdf/ba4e97f4304a9ea8.pdf,http://notice.10jqka.com.cn/api/pdf/8c80845242278f2b.pdf,http://notice.10jqka.com.cn/api/pdf/b8406991c0a9a159.pdf"
"电魂网络第二届董事会第十八次会议决议公告,电魂网络关于增加子公司注册资本的公告",电魂网络,2017-09-12,603258,"http://notice.10jqka.com.cn/api/pdf/5ecb677d0fefa787.pdf,http://notice.10jqka.com.cn/api/pdf/36cb620378a25be4.pdf"
"诺邦股份拟进行股权收购涉及的杭州国光旅游用品有限公司股东全部权益价值评估项目资产评估报告,诺邦股份：重大资产购买之审计报告,诺邦股份第四届监事会第六次会议决议公告,诺邦股份独立董事关于公司重大资产购买的独立意见,诺邦股份：关于对杭州诺邦无纺股份有限公司2017年半年度报告的事后审核问询函,诺邦股份重大资产购买报告书（草案）,诺邦股份关于召开2017年第二次临时股东大会的通知,诺邦股份独立董事关于公司重大资产购买事项的事前认可意见,诺邦股份：国金证券股份有限公司关于杭州诺邦无纺股份有限公司重大资产购买之独立财务顾问报告,诺邦股份重大资产购买报告书（草案）摘要,诺邦股份关于收到2017年半年度报告事后审核问询函的公告,诺邦股份：上市公司并购重组财务顾问专业意见附表第2号——重大资产重组,诺邦股份第四届董事会第九次会议决议公告,诺邦股份：重大资产购买之备考报告,诺邦股份：北京国枫律师事务所关于杭州诺邦无纺股份有限公司重大资产购买的法律意见书",诺邦股份,2017-09-12,603238,"http://notice.10jqka.com.cn/api/pdf/fd9f79692cf1925f.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603238_20170912_8.pdf,http://notice.10jqka.com.cn/api/pdf/c739ff91f34856b1.pdf,http://notice.10jqka.com.cn/api/pdf/39827563becfaf7.pdf,http://notice.10jqka.com.cn/api/pdf/bc44015a988822f3.pdf,http://notice.10jqka.com.cn/api/pdf/bd54297c4ef8ebcf.pdf,http://notice.10jqka.com.cn/api/pdf/ec5a4914a337e496.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603238_20170912_2.pdf,http://notice.10jqka.com.cn/api/pdf/f512003f7056dd2f.pdf,http://notice.10jqka.com.cn/api/pdf/f01c7cda1bf9edfc.pdf,http://notice.10jqka.com.cn/api/pdf/4aef544a59e4c475.pdf,http://notice.10jqka.com.cn/api/pdf/37b54ad9ba96e3fb.pdf,http://notice.10jqka.com.cn/api/pdf/f3b2170f30eca6e6.pdf,http://notice.10jqka.com.cn/api/pdf/3ce8ed5a881cf934.pdf,http://notice.10jqka.com.cn/api/pdf/7ae4a4336a488528.pdf"
"日月股份关于全资子公司宁波日星铸业有限公司获得政府补助的公告,日月股份：政府补助证明文件",日月股份,2017-09-12,603218,"http://notice.10jqka.com.cn/api/pdf/7355e902ed51e839.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603218_20170912_2.pdf"
"亚邦股份关于公司与江苏连云港化工产业园区管理委员会签订《投资合同》的进展公告,亚邦股份关于公司高级管理人员减持股份计划公告",亚邦股份,2017-09-12,603188,"http://notice.10jqka.com.cn/api/pdf/a65cb1250799cf5d.pdf,http://notice.10jqka.com.cn/api/pdf/76364a216f42cfbd.pdf"
腾龙股份关于子公司浙江力驰雷奥环保科技股份有限公司在全国中小企业股份转让系统终止挂牌的公告,腾龙股份,2017-09-12,603158,http://notice.10jqka.com.cn/api/pdf/3c332868e9cc0cca.pdf
共进股份关于选举职工监事的公告,共进股份,2017-09-12,603118,http://notice.10jqka.com.cn/api/pdf/34cf89b1a4261862.pdf
润达医疗2017年非公开发行公司债券（第一期）在上海证券交易所挂牌的公告,润达医疗,2017-09-12,603108,http://notice.10jqka.com.cn/api/pdf/904ae4aedc8b72f6.pdf
"新经典关于使用暂时闲置募集资金购买理财产品到期赎回并继续购买理财产品的公告,新经典2017年第六次临时股东大会会议资料",新经典,2017-09-12,603096,"http://notice.10jqka.com.cn/api/pdf/92347656ba6a469d.pdf,http://notice.10jqka.com.cn/api/pdf/31ee950f3a0fe312.pdf"
正裕工业关于选举第三届监事会职工代表监事的公告,正裕工业,2017-09-12,603089,http://notice.10jqka.com.cn/api/pdf/fc5d3b244c949476.pdf
音飞储存2017年第三次临时股东大会会议资料,音飞储存,2017-09-12,603066,http://notice.10jqka.com.cn/api/pdf/7867627df85cd50.pdf
大豪科技关于2017年第二次临时股东大会增加临时提案的公告,大豪科技,2017-09-12,603025,http://notice.10jqka.com.cn/api/pdf/1d5967ee010c7627.pdf
中设集团关于董事长增持公司股份的公告,中设集团,2017-09-12,603018,http://notice.10jqka.com.cn/api/pdf/bfd7d968e554e43f.pdf
"新宏泰关于使用暂时闲置的募集资金进行现金管理的公告,新宏泰独立董事关于第三届董事会第二十次会议有关事项的独立意见,新宏泰：东海证券股份有限公司关于无锡新宏泰电器科技股份有限公司使用闲置募集资金进行现金管理的核查意见,新宏泰第三届监事会第十五次会议决议公告",新宏泰,2017-09-12,603016,"http://notice.10jqka.com.cn/api/pdf/5f8c31b515493946.pdf,http://notice.10jqka.com.cn/api/pdf/38fd6b10390c5a2e.pdf,http://notice.10jqka.com.cn/api/pdf/2692bbbb34fa9fd7.pdf,http://notice.10jqka.com.cn/api/pdf/e0e152dab48b7f2a.pdf"
创力集团关于为关联方提供担保进展情况的公告,创力集团,2017-09-12,603012,http://notice.10jqka.com.cn/api/pdf/fe41468baf7ab42.pdf
大唐发电H股公告,大唐发电,2017-09-12,601991,http://notice.10jqka.com.cn/api/pdf/98ade326a61b6684.pdf
"中国核电关于全资子公司设立中核行波堆科技投资（天津）有限公司（暂定名）暨关联交易的公告,中国核电第二届董事会第二十次会议决议公告,中国核电独立董事关于公司第二届董事会第二十次会议相关事项的事前认可意见,中国核电独立董事关于公司第二届董事会第二十次会议相关事项的意见函,中国核电关于设立中核河北核电有限公司（暂定名）暨关联交易的公告,中国核电2017年第一次临时股东大会会议资料",中国核电,2017-09-12,601985,"http://notice.10jqka.com.cn/api/pdf/9468323233799cf1.pdf,http://notice.10jqka.com.cn/api/pdf/3e279d0fa9fb75b4.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/601985_20170912_3.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/601985_20170912_2.pdf,http://notice.10jqka.com.cn/api/pdf/830ec23a5eddec35.pdf,http://notice.10jqka.com.cn/api/pdf/bc63778eed92596c.pdf"
京运通关于控股股东协议转让部分公司股份完成过户登记的公告,京运通,2017-09-12,601908,http://notice.10jqka.com.cn/api/pdf/7fc6fbae38180293.pdf
紫金矿业公开发行2017年可续期公司债券（第一期）票面利率公告,紫金矿业,2017-09-12,601899,http://notice.10jqka.com.cn/api/pdf/515e9b1cd5eb7613.pdf
"招商轮船发行股份购买资产暨关联交易报告书（草案）（修订稿）摘要,招商轮船：中信证券股份有限公司关于《招商局能源运输股份有限公司对上海证券交易所＜关于对招商局能源运输股份有限公司发行股份购买资产暨关联交易报告书（草案）信息披露的问询函＞之回复报告》的核查意见,招商轮船发行股份购买资产暨关联交易报告书（草案）（修订稿）,招商轮船关于上海证券交易所《关于对招商局能源运输股份有限公司发行股份购买资产及暨关联交易报告书（草案）信息披露的问询函》回复的公告,招商轮船：北京市君合律师事务所关于招商局能源运输股份有限公司发行股份购买资产暨关联交易之补充法律意见书（一）,招商轮船关于公司股票复牌的提示性公告,招商轮船关于发行股份购买资产暨关联交易报告书（草案）修订说明的公告,招商轮船：中通诚关于招商轮船对上海证券交易所《关于对招商局能源运输股份有限公司发行股份购买资产暨关联交易报告书（草案）信息披露的问询函》之回复报告的核查意见,招商轮船：信永中和关于招商轮船对上海证券交易所《关于对招商局能源运输股份有限公司发行股份购买资产暨关联交易报告书（草案）信息披露的问询函》之回复报告的核查意见",招商轮船,2017-09-12,601872,"http://notice.10jqka.com.cn/api/pdf/a128b6652751d774.pdf,http://notice.10jqka.com.cn/api/pdf/8078f4dcdbd36439.pdf,http://notice.10jqka.com.cn/api/pdf/d1be3ad386e3c89a.pdf,http://notice.10jqka.com.cn/api/pdf/315a8f42443a69c0.pdf,http://notice.10jqka.com.cn/api/pdf/89490fbcf90b20ac.pdf,http://notice.10jqka.com.cn/api/pdf/18f7dc1924b84055.pdf,http://notice.10jqka.com.cn/api/pdf/1d8cb6c46600c82.pdf,http://notice.10jqka.com.cn/api/pdf/688651597a19f060.pdf,http://notice.10jqka.com.cn/api/pdf/e902222eb30157b6.pdf"
"中远海发：被担保人基本情况和最近一期财务报表,中远海发对外担保公告",中远海发,2017-09-12,601866,"http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/601866_20170912_2.pdf,http://notice.10jqka.com.cn/api/pdf/f58293617ebfe723.pdf"
光大银行关于“光大转债”开始转股的公告,光大银行,2017-09-12,601818,http://notice.10jqka.com.cn/api/pdf/2b5d796e2a42cb58.pdf
力帆股份2017年8月产销快报公告,力帆股份,2017-09-12,601777,http://notice.10jqka.com.cn/api/pdf/e550756e37728d8e.pdf
notice_title,stock_name,notice_time,stock_code,notice_href
"至正股份对外投资管理制度,至正股份对外担保管理制度,至正股份内幕信息知情人和外部信息使用人管理制度,至正股份关联交易决策制度,至正股份独立董事关于第二届董事会第三次会议相关事项的独立意见,至正股份关于召开2017年第二次临时股东大会的通知,至正股份关于修订《公司章程》及相关制度的公告,至正股份独立董事对第二届董事会第二次会议相关事项的事前认可声明,至正股份关于高级管理人员辞职的公告,至正股份股东大会议事规则,至正股份第二届董事会第三次会议决议公告,至正股份公司章程,至正股份董事会议事规则",至正股份,2017-09-12,603991,"http://notice.10jqka.com.cn/api/pdf/921ce774dab4f24e.pdf,http://notice.10jqka.com.cn/api/pdf/99d1feb35002a78d.pdf,http://notice.10jqka.com.cn/api/pdf/24302ce4269b98b0.pdf,http://notice.10jqka.com.cn/api/pdf/fe9d7447a7214028.pdf,http://notice.10jqka.com.cn/api/pdf/4b6742046507c5f7.pdf,http://notice.10jqka.com.cn/api/pdf/fcfa7439e50c9bc5.pdf,http://notice.10jqka.com.cn/api/pdf/c4f89ff5ecb8ac34.pdf,http://notice.10jqka.com.cn/api/pdf/a277286a1f95acb3.pdf,http://notice.10jqka.com.cn/api/pdf/345194cb425dcb02.pdf,http://notice.10jqka.com.cn/api/pdf/5e6835a99db439e5.pdf,http://notice.10jqka.com.cn/api/pdf/82e1667f4df1d8fe.pdf,http://notice.10jqka.com.cn/api/pdf/93beae97115305d5.pdf,http://notice.10jqka.com.cn/api/pdf/958f970d5c146cb5.pdf"
恒润股份关于使用部分闲置募集资金购买理财产品到期赎回的公告,恒润股份,2017-09-12,603985,http://notice.10jqka.com.cn/api/pdf/9a1c425f5028ea08.pdf
牧高笛关于更换持续督导保荐代表人的公告,牧高笛,2017-09-12,603908,http://notice.10jqka.com.cn/api/pdf/8589e1bf01b5f83e.pdf
城地股份股权激励计划限制性股票授予结果公告,城地股份,2017-09-12,603887,http://notice.10jqka.com.cn/api/pdf/f04a7ba349039e.pdf
"能科股份：东方花旗证券有限公司关于能科节能技术股份有限公司增加募集资金投资项目支付结算方式并以募集资金等额置换的专项核查意见,能科股份关于增加募集资金投资项目支付结算方式并以募集资金等额置换的公告,能科股份独立董事意见",能科股份,2017-09-12,603859,"http://notice.10jqka.com.cn/api/pdf/c1fc3fe010400e52.pdf,http://notice.10jqka.com.cn/api/pdf/b51ebfbb275499b3.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603859_20170912_2.pdf"
"瑞斯康达2017年第二次临时股东大会决议公告,瑞斯康达2017年第二次临时股东大会的法律意见书",瑞斯康达,2017-09-12,603803,"http://notice.10jqka.com.cn/api/pdf/2ce4349e941d3b63.pdf,http://notice.10jqka.com.cn/api/pdf/ccb467ed894cce06.pdf"
"华友钴业2017年第一次临时股东大会法律意见书,华友钴业2017年第一次临时股东大会决议公告",华友钴业,2017-09-12,603799,"http://notice.10jqka.com.cn/api/pdf/bdd89a406fdc7b8e.pdf,http://notice.10jqka.com.cn/api/pdf/18b21ea0b736c6e6.pdf"
康普顿关于参加“投资者网上集体接待日”活动的公告,康普顿,2017-09-12,603798,http://notice.10jqka.com.cn/api/pdf/27eda4dd2837e6ab.pdf
"星光农机2017年第二次临时股东大会法律意见书,星光农机章程（2017年9月修订）,星光农机2017年第二次临时股东大会决议公告",星光农机,2017-09-12,603789,"http://notice.10jqka.com.cn/api/pdf/c4d5bf9f0e52fcf5.pdf,http://notice.10jqka.com.cn/api/pdf/2b12520de8b695d2.pdf,http://notice.10jqka.com.cn/api/pdf/4a38080173c6d3da.pdf"
宁波高发关于使用闲置募集资金进行结构性存款或购买理财产品的进展公告,宁波高发,2017-09-12,603788,http://notice.10jqka.com.cn/api/pdf/c9191a133fa3bd35.pdf
家家悦关于使用部分闲置募集资金进行现金管理到期收回并继续进行现金管理的公告,家家悦,2017-09-12,603708,http://notice.10jqka.com.cn/api/pdf/43392ec4fb6b5ddb.pdf
奇精机械关于使用闲置募集资金进行现金管理的进展公告,奇精机械,2017-09-12,603677,http://notice.10jqka.com.cn/api/pdf/d746d9028864dff4.pdf
南威软件关于取得发明专利的公告,南威软件,2017-09-12,603636,http://notice.10jqka.com.cn/api/pdf/b18da59a78b927c5.pdf
拉芳家化关于对外投资的补充公告,拉芳家化,2017-09-12,603630,http://notice.10jqka.com.cn/api/pdf/98bf7381c1bcc3eb.pdf
清源股份关于对外投资的公告,清源股份,2017-09-12,603628,http://notice.10jqka.com.cn/api/pdf/c0efad0148f893b3.pdf
科森科技关于对暂时闲置募集资金进行现金管理到期收回的公告,科森科技,2017-09-12,603626,http://notice.10jqka.com.cn/api/pdf/8237c661209d5304.pdf
"东方电缆2017年第一次临时股东大会决议公告,东方电缆2017年第一次临时股东大会法律意见书",东方电缆,2017-09-12,603606,"http://notice.10jqka.com.cn/api/pdf/285d8c1a078edacb.pdf,http://notice.10jqka.com.cn/api/pdf/42e277c637a9ec35.pdf"
口子窖关于使用部分闲置募集资金购买理财产品到期收回的公告,口子窖,2017-09-12,603589,http://notice.10jqka.com.cn/api/pdf/46cb50981c1c41af.pdf
"荣泰健康2017年第二次临时股东大会决议公告,荣泰健康2017年第二次临时股东大会法律意见书,荣泰健康章程",荣泰健康,2017-09-12,603579,"http://notice.10jqka.com.cn/api/pdf/1ba7543dcc7f3aa.pdf,http://notice.10jqka.com.cn/api/pdf/9f1160ce6b74c928.pdf,http://notice.10jqka.com.cn/api/pdf/930dafb7323c4639.pdf"
汇金通关于参加投资者网上集体接待日活动的公告,汇金通,2017-09-12,603577,http://notice.10jqka.com.cn/api/pdf/51ce490d0412ecf9.pdf
贵人鸟2017年第三次临时股东大会会议材料,贵人鸟,2017-09-12,603555,http://notice.10jqka.com.cn/api/pdf/655f96226a890ea8.pdf
"多伦科技第二届董事会第二十七次会议决议公告,多伦科技关于名称变更及修订《公司章程》的公告,多伦科技章程,多伦科技关于召开2017年第一次临时股东大会的通知",多伦科技,2017-09-12,603528,"http://notice.10jqka.com.cn/api/pdf/86a334122a42f026.pdf,http://notice.10jqka.com.cn/api/pdf/1449ef05d9855acb.pdf,http://notice.10jqka.com.cn/api/pdf/fa185e3bdbfce37c.pdf,http://notice.10jqka.com.cn/api/pdf/7dca9b647aa38748.pdf"
司太立关于持股5%以上股东减持公司股份计划期满暨实施结果的公告,司太立,2017-09-12,603520,http://notice.10jqka.com.cn/api/pdf/7463367d6cbdc025.pdf
韦尔股份重大资产重组进展公告,韦尔股份,2017-09-12,603501,http://notice.10jqka.com.cn/api/pdf/ecafda2640e6afb7.pdf
"新天然气2017年第一次临时股东大会决议公告,新天然气2017年第一次临时股东大会的法律意见书",新天然气,2017-09-12,603393,"http://notice.10jqka.com.cn/api/pdf/b2fed76fd3bdaa20.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603393_20170912_2.pdf"
"元成股份2017年第三次临时股东大会会议资料,元成股份关于全资子公司完成工商登记变更并取得营业执照的公告,元成股份关于召开2017年第三次临时股东大会的提示性公告,元成股份：2017年1-6月审计报告",元成股份,2017-09-12,603388,"http://notice.10jqka.com.cn/api/pdf/31f25a772f5452aa.pdf,http://notice.10jqka.com.cn/api/pdf/b36a11e96c4c0950.pdf,http://notice.10jqka.com.cn/api/pdf/7ac50407e09078e5.pdf,http://notice.10jqka.com.cn/api/pdf/910f6845e418de1c.pdf"
"柳州医药2017年第三次临时股东大会的法律意见书,柳州医药2017年第三次临时股东大会决议公告",柳州医药,2017-09-12,603368,"http://notice.10jqka.com.cn/api/pdf/1df617527683f7f2.pdf,http://notice.10jqka.com.cn/api/pdf/39ee638d1b13f5f7.pdf"
"杰克股份独立董事关于公司增加2017年度预计经常性关联交易额度及确认2017年1-6月关联交易情况的独立意见,杰克股份关于公司增加2017年度预计经常性关联交易额度及确认2017年1-6月关联交易情况的公告,杰克股份：中信建投证券股份有限公司关于杰克缝纫机股份有限公司增加2017年度预计经常性关联交易额度及确认2017年1-6月关联交易情况的核查意见",杰克股份,2017-09-12,603337,"http://notice.10jqka.com.cn/api/pdf/ba4e97f4304a9ea8.pdf,http://notice.10jqka.com.cn/api/pdf/8c80845242278f2b.pdf,http://notice.10jqka.com.cn/api/pdf/b8406991c0a9a159.pdf"
"电魂网络第二届董事会第十八次会议决议公告,电魂网络关于增加子公司注册资本的公告",电魂网络,2017-09-12,603258,"http://notice.10jqka.com.cn/api/pdf/5ecb677d0fefa787.pdf,http://notice.10jqka.com.cn/api/pdf/36cb620378a25be4.pdf"
"诺邦股份拟进行股权收购涉及的杭州国光旅游用品有限公司股东全部权益价值评估项目资产评估报告,诺邦股份：重大资产购买之审计报告,诺邦股份第四届监事会第六次会议决议公告,诺邦股份独立董事关于公司重大资产购买的独立意见,诺邦股份：关于对杭州诺邦无纺股份有限公司2017年半年度报告的事后审核问询函,诺邦股份重大资产购买报告书（草案）,诺邦股份关于召开2017年第二次临时股东大会的通知,诺邦股份独立董事关于公司重大资产购买事项的事前认可意见,诺邦股份：国金证券股份有限公司关于杭州诺邦无纺股份有限公司重大资产购买之独立财务顾问报告,诺邦股份重大资产购买报告书（草案）摘要,诺邦股份关于收到2017年半年度报告事后审核问询函的公告,诺邦股份：上市公司并购重组财务顾问专业意见附表第2号——重大资产重组,诺邦股份第四届董事会第九次会议决议公告,诺邦股份：重大资产购买之备考报告,诺邦股份：北京国枫律师事务所关于杭州诺邦无纺股份有限公司重大资产购买的法律意见书",诺邦股份,2017-09-12,603238,"http://notice.10jqka.com.cn/api/pdf/fd9f79692cf1925f.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603238_20170912_8.pdf,http://notice.10jqka.com.cn/api/pdf/c739ff91f34856b1.pdf,http://notice.10jqka.com.cn/api/pdf/39827563becfaf7.pdf,http://notice.10jqka.com.cn/api/pdf/bc44015a988822f3.pdf,http://notice.10jqka.com.cn/api/pdf/bd54297c4ef8ebcf.pdf,http://notice.10jqka.com.cn/api/pdf/ec5a4914a337e496.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603238_20170912_2.pdf,http://notice.10jqka.com.cn/api/pdf/f512003f7056dd2f.pdf,http://notice.10jqka.com.cn/api/pdf/f01c7cda1bf9edfc.pdf,http://notice.10jqka.com.cn/api/pdf/4aef544a59e4c475.pdf,http://notice.10jqka.com.cn/api/pdf/37b54ad9ba96e3fb.pdf,http://notice.10jqka.com.cn/api/pdf/f3b2170f30eca6e6.pdf,http://notice.10jqka.com.cn/api/pdf/3ce8ed5a881cf934.pdf,http://notice.10jqka.com.cn/api/pdf/7ae4a4336a488528.pdf"
"日月股份关于全资子公司宁波日星铸业有限公司获得政府补助的公告,日月股份：政府补助证明文件",日月股份,2017-09-12,603218,"http://notice.10jqka.com.cn/api/pdf/7355e902ed51e839.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/603218_20170912_2.pdf"
"亚邦股份关于公司与江苏连云港化工产业园区管理委员会签订《投资合同》的进展公告,亚邦股份关于公司高级管理人员减持股份计划公告",亚邦股份,2017-09-12,603188,"http://notice.10jqka.com.cn/api/pdf/a65cb1250799cf5d.pdf,http://notice.10jqka.com.cn/api/pdf/76364a216f42cfbd.pdf"
腾龙股份关于子公司浙江力驰雷奥环保科技股份有限公司在全国中小企业股份转让系统终止挂牌的公告,腾龙股份,2017-09-12,603158,http://notice.10jqka.com.cn/api/pdf/3c332868e9cc0cca.pdf
共进股份关于选举职工监事的公告,共进股份,2017-09-12,603118,http://notice.10jqka.com.cn/api/pdf/34cf89b1a4261862.pdf
润达医疗2017年非公开发行公司债券（第一期）在上海证券交易所挂牌的公告,润达医疗,2017-09-12,603108,http://notice.10jqka.com.cn/api/pdf/904ae4aedc8b72f6.pdf
"新经典关于使用暂时闲置募集资金购买理财产品到期赎回并继续购买理财产品的公告,新经典2017年第六次临时股东大会会议资料",新经典,2017-09-12,603096,"http://notice.10jqka.com.cn/api/pdf/92347656ba6a469d.pdf,http://notice.10jqka.com.cn/api/pdf/31ee950f3a0fe312.pdf"
正裕工业关于选举第三届监事会职工代表监事的公告,正裕工业,2017-09-12,603089,http://notice.10jqka.com.cn/api/pdf/fc5d3b244c949476.pdf
音飞储存2017年第三次临时股东大会会议资料,音飞储存,2017-09-12,603066,http://notice.10jqka.com.cn/api/pdf/7867627df85cd50.pdf
大豪科技关于2017年第二次临时股东大会增加临时提案的公告,大豪科技,2017-09-12,603025,http://notice.10jqka.com.cn/api/pdf/1d5967ee010c7627.pdf
中设集团关于董事长增持公司股份的公告,中设集团,2017-09-12,603018,http://notice.10jqka.com.cn/api/pdf/bfd7d968e554e43f.pdf
"新宏泰关于使用暂时闲置的募集资金进行现金管理的公告,新宏泰独立董事关于第三届董事会第二十次会议有关事项的独立意见,新宏泰：东海证券股份有限公司关于无锡新宏泰电器科技股份有限公司使用闲置募集资金进行现金管理的核查意见,新宏泰第三届监事会第十五次会议决议公告",新宏泰,2017-09-12,603016,"http://notice.10jqka.com.cn/api/pdf/5f8c31b515493946.pdf,http://notice.10jqka.com.cn/api/pdf/38fd6b10390c5a2e.pdf,http://notice.10jqka.com.cn/api/pdf/2692bbbb34fa9fd7.pdf,http://notice.10jqka.com.cn/api/pdf/e0e152dab48b7f2a.pdf"
创力集团关于为关联方提供担保进展情况的公告,创力集团,2017-09-12,603012,http://notice.10jqka.com.cn/api/pdf/fe41468baf7ab42.pdf
大唐发电H股公告,大唐发电,2017-09-12,601991,http://notice.10jqka.com.cn/api/pdf/98ade326a61b6684.pdf
"中国核电关于全资子公司设立中核行波堆科技投资（天津）有限公司（暂定名）暨关联交易的公告,中国核电第二届董事会第二十次会议决议公告,中国核电独立董事关于公司第二届董事会第二十次会议相关事项的事前认可意见,中国核电独立董事关于公司第二届董事会第二十次会议相关事项的意见函,中国核电关于设立中核河北核电有限公司（暂定名）暨关联交易的公告,中国核电2017年第一次临时股东大会会议资料",中国核电,2017-09-12,601985,"http://notice.10jqka.com.cn/api/pdf/9468323233799cf1.pdf,http://notice.10jqka.com.cn/api/pdf/3e279d0fa9fb75b4.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/601985_20170912_3.pdf,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/601985_20170912_2.pdf,http://notice.10jqka.com.cn/api/pdf/830ec23a5eddec35.pdf,http://notice.10jqka.com.cn/api/pdf/bc63778eed92596c.pdf"
京运通关于控股股东协议转让部分公司股份完成过户登记的公告,京运通,2017-09-12,601908,http://notice.10jqka.com.cn/api/pdf/7fc6fbae38180293.pdf
紫金矿业公开发行2017年可续期公司债券（第一期）票面利率公告,紫金矿业,2017-09-12,601899,http://notice.10jqka.com.cn/api/pdf/515e9b1cd5eb7613.pdf
"招商轮船发行股份购买资产暨关联交易报告书（草案）（修订稿）摘要,招商轮船：中信证券股份有限公司关于《招商局能源运输股份有限公司对上海证券交易所＜关于对招商局能源运输股份有限公司发行股份购买资产暨关联交易报告书（草案）信息披露的问询函＞之回复报告》的核查意见,招商轮船发行股份购买资产暨关联交易报告书（草案）（修订稿）,招商轮船关于上海证券交易所《关于对招商局能源运输股份有限公司发行股份购买资产及暨关联交易报告书（草案）信息披露的问询函》回复的公告,招商轮船：北京市君合律师事务所关于招商局能源运输股份有限公司发行股份购买资产暨关联交易之补充法律意见书（一）,招商轮船关于公司股票复牌的提示性公告,招商轮船关于发行股份购买资产暨关联交易报告书（草案）修订说明的公告,招商轮船：中通诚关于招商轮船对上海证券交易所《关于对招商局能源运输股份有限公司发行股份购买资产暨关联交易报告书（草案）信息披露的问询函》之回复报告的核查意见,招商轮船：信永中和关于招商轮船对上海证券交易所《关于对招商局能源运输股份有限公司发行股份购买资产暨关联交易报告书（草案）信息披露的问询函》之回复报告的核查意见",招商轮船,2017-09-12,601872,"http://notice.10jqka.com.cn/api/pdf/a128b6652751d774.pdf,http://notice.10jqka.com.cn/api/pdf/8078f4dcdbd36439.pdf,http://notice.10jqka.com.cn/api/pdf/d1be3ad386e3c89a.pdf,http://notice.10jqka.com.cn/api/pdf/315a8f42443a69c0.pdf,http://notice.10jqka.com.cn/api/pdf/89490fbcf90b20ac.pdf,http://notice.10jqka.com.cn/api/pdf/18f7dc1924b84055.pdf,http://notice.10jqka.com.cn/api/pdf/1d8cb6c46600c82.pdf,http://notice.10jqka.com.cn/api/pdf/688651597a19f060.pdf,http://notice.10jqka.com.cn/api/pdf/e902222eb30157b6.pdf"
"中远海发：被担保人基本情况和最近一期财务报表,中远海发对外担保公告",中远海发,2017-09-12,601866,"http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-09-12/601866_20170912_2.pdf,http://notice.10jqka.com.cn/api/pdf/f58293617ebfe723.pdf"
光大银行关于“光大转债”开始转股的公告,光大银行,2017-09-12,601818,http://notice.10jqka.com.cn/api/pdf/2b5d796e2a42cb58.pdf
